order_item_id,order_id,product_id,quantity,unit_price,line_total
OI004618,ORD002999,PROD0034,1,629,629
OI004619,ORD003000,PROD0006,3,3799,11397
OI004620,ORD003000,PROD0036,1,129,129
OI004621,ORD003000,PROD0013,2,549,1098
OI004622,ORD003000,PROD0023,2,2179,4358
OI004623,ORD003001,PROD0004,1,1199,1199
OI004624,ORD003001,PROD0020,2,1939,3878
OI004625,ORD003002,PROD0030,1,2669,2669
OI004626,ORD003003,PROD0030,1,2669,2669
OI004627,ORD003003,PROD0018,1,1959,1959
OI004628,ORD003004,PROD0020,1,1939,1939
OI004629,ORD003004,PROD0030,1,2669,2669
OI004630,ORD003005,PROD0026,1,319,319
OI004631,ORD003006,PROD0034,1,629,629
OI004632,ORD003006,PROD0012,2,989,1978
OI004633,ORD003007,PROD0015,1,879,879
OI004634,ORD003008,PROD0005,1,4119,4119
OI004635,ORD003008,PROD0025,1,409,409
OI004636,ORD003009,PROD0034,1,629,629
OI004637,ORD003010,PROD0025,1,409,409
OI004638,ORD003011,PROD0035,1,69,69
OI004639,ORD003012,PROD0010,1,2449,2449
OI004640,ORD003013,PROD0038,2,459,918
OI004641,ORD003013,PROD0001,1,4529,4529
OI004642,ORD003013,PROD0034,1,629,629
OI004643,ORD003014,PROD0010,1,2449,2449
OI004644,ORD003015,PROD0026,1,319,319
OI004645,ORD003015,PROD0030,1,2669,2669
OI004646,ORD003016,PROD0011,1,2119,2119
OI004647,ORD003016,PROD0030,1,2669,2669
OI004648,ORD003017,PROD0025,2,409,818
OI004649,ORD003018,PROD0029,1,509,509
OI004650,ORD003018,PROD0002,1,3029,3029
OI004651,ORD003018,PROD0008,1,4749,4749
OI004652,ORD003019,PROD0036,2,129,258
OI004653,ORD003020,PROD0038,1,459,459
OI004654,ORD003021,PROD0004,1,1199,1199
OI004655,ORD003022,PROD0018,1,1959,1959
OI004656,ORD003023,PROD0031,3,1129,3387
OI004657,ORD003023,PROD0007,2,4319,8638
OI004658,ORD003024,PROD0024,1,889,889
OI004659,ORD003025,PROD0016,1,309,309
OI004660,ORD003026,PROD0022,3,1659,4977
OI004661,ORD003027,PROD0030,1,2669,2669
OI004662,ORD003028,PROD0008,1,4749,4749
OI004663,ORD003028,PROD0029,1,509,509
OI004664,ORD003029,PROD0038,1,459,459
OI004665,ORD003029,PROD0001,1,4529,4529
OI004666,ORD003030,PROD0003,3,2559,7677
OI004667,ORD003031,PROD0009,3,1599,4797
OI004668,ORD003032,PROD0033,1,2249,2249
OI004669,ORD003033,PROD0007,1,4319,4319
OI004670,ORD003033,PROD0031,1,1129,1129
OI004671,ORD003034,PROD0033,1,2249,2249
OI004672,ORD003034,PROD0014,3,2179,6537
OI004673,ORD003035,PROD0003,1,2559,2559
OI004674,ORD003036,PROD0005,1,4119,4119
OI004675,ORD003037,PROD0004,1,1199,1199
OI004676,ORD003037,PROD0018,1,1959,1959
OI004677,ORD003038,PROD0030,1,2669,2669
OI004678,ORD003039,PROD0012,2,989,1978
OI004679,ORD003040,PROD0036,1,129,129
OI004680,ORD003041,PROD0001,1,4529,4529
OI004681,ORD003042,PROD0017,1,3049,3049
OI004682,ORD003042,PROD0032,1,1119,1119
OI004683,ORD003043,PROD0022,1,1659,1659
OI004684,ORD003044,PROD0017,1,3049,3049
OI004685,ORD003045,PROD0004,1,1199,1199
OI004686,ORD003045,PROD0032,1,1119,1119
OI004687,ORD003045,PROD0002,1,3029,3029
OI004688,ORD003046,PROD0034,1,629,629
OI004689,ORD003047,PROD0038,2,459,918
OI004690,ORD003047,PROD0013,1,549,549
OI004691,ORD003047,PROD0023,1,2179,2179
OI004692,ORD003048,PROD0032,2,1119,2238
OI004693,ORD003049,PROD0019,2,2469,4938
OI004694,ORD003049,PROD0018,1,1959,1959
OI004695,ORD003050,PROD0028,1,569,569
OI004696,ORD003050,PROD0009,1,1599,1599
OI004697,ORD003051,PROD0009,1,1599,1599
OI004698,ORD003052,PROD0037,2,189,378
OI004699,ORD003053,PROD0038,1,459,459
OI004700,ORD003053,PROD0023,1,2179,2179
OI004701,ORD003054,PROD0032,1,1119,1119
OI004702,ORD003054,PROD0019,1,2469,2469
OI004703,ORD003055,PROD0027,1,399,399
OI004704,ORD003056,PROD0030,1,2669,2669
OI004705,ORD003057,PROD0019,1,2469,2469
OI004706,ORD003057,PROD0021,1,549,549
OI004707,ORD003058,PROD0020,1,1939,1939
OI004708,ORD003058,PROD0037,1,189,189
OI004709,ORD003059,PROD0002,1,3029,3029
OI004710,ORD003059,PROD0013,1,549,549
OI004711,ORD003059,PROD0019,1,2469,2469
OI004712,ORD003060,PROD0021,1,549,549
OI004713,ORD003060,PROD0037,1,189,189
OI004714,ORD003061,PROD0008,1,4749,4749
OI004715,ORD003062,PROD0021,1,549,549
OI004716,ORD003063,PROD0022,1,1659,1659
OI004717,ORD003064,PROD0015,1,879,879
OI004718,ORD003065,PROD0035,1,69,69
OI004719,ORD003066,PROD0022,1,1659,1659
OI004720,ORD003066,PROD0034,1,629,629
OI004721,ORD003067,PROD0028,1,569,569
OI004722,ORD003068,PROD0021,1,549,549
OI004723,ORD003068,PROD0019,1,2469,2469
OI004724,ORD003068,PROD0015,3,879,2637
OI004725,ORD003069,PROD0029,1,509,509
OI004726,ORD003069,PROD0003,1,2559,2559
OI004727,ORD003070,PROD0022,3,1659,4977
OI004728,ORD003070,PROD0019,1,2469,2469
OI004729,ORD003070,PROD0010,1,2449,2449
OI004730,ORD003071,PROD0027,1,399,399
OI004731,ORD003071,PROD0016,1,309,309
OI004732,ORD003072,PROD0026,1,319,319
OI004733,ORD003072,PROD0017,1,3049,3049
OI004734,ORD003073,PROD0022,1,1659,1659
OI004735,ORD003074,PROD0004,1,1199,1199
OI004736,ORD003075,PROD0009,1,1599,1599
OI004737,ORD003076,PROD0033,1,2249,2249
OI004738,ORD003076,PROD0006,1,3799,3799
OI004739,ORD003077,PROD0009,1,1599,1599
OI004740,ORD003077,PROD0006,2,3799,7598
OI004741,ORD003078,PROD0001,1,4529,4529
OI004742,ORD003079,PROD0003,1,2559,2559
OI004743,ORD003080,PROD0027,1,399,399
OI004744,ORD003080,PROD0009,1,1599,1599
OI004745,ORD003081,PROD0037,1,189,189
OI004746,ORD003082,PROD0001,1,4529,4529
OI004747,ORD003083,PROD0034,1,629,629
OI004748,ORD003083,PROD0024,1,889,889
OI004749,ORD003084,PROD0017,1,3049,3049
OI004750,ORD003085,PROD0018,1,1959,1959
OI004751,ORD003085,PROD0015,1,879,879
OI004752,ORD003085,PROD0038,1,459,459
OI004753,ORD003085,PROD0009,1,1599,1599
OI004754,ORD003086,PROD0030,1,2669,2669
OI004755,ORD003086,PROD0004,1,1199,1199
OI004756,ORD003087,PROD0004,1,1199,1199
OI004757,ORD003088,PROD0024,1,889,889
OI004758,ORD003089,PROD0028,1,569,569
OI004759,ORD003090,PROD0038,1,459,459
OI004760,ORD003091,PROD0038,1,459,459
OI004761,ORD003091,PROD0008,1,4749,4749
OI004762,ORD003091,PROD0003,1,2559,2559
OI004763,ORD003091,PROD0014,3,2179,6537
OI004764,ORD003092,PROD0010,1,2449,2449
OI004765,ORD003093,PROD0008,1,4749,4749
OI004766,ORD003093,PROD0023,1,2179,2179
OI004767,ORD003094,PROD0018,1,1959,1959
OI004768,ORD003094,PROD0037,1,189,189
OI004769,ORD003095,PROD0012,1,989,989
OI004770,ORD003096,PROD0012,1,989,989
OI004771,ORD003096,PROD0027,1,399,399
OI004772,ORD003097,PROD0014,1,2179,2179
OI004773,ORD003098,PROD0030,1,2669,2669
OI004774,ORD003098,PROD0004,1,1199,1199
OI004775,ORD003099,PROD0017,1,3049,3049
OI004776,ORD003100,PROD0008,1,4749,4749
OI004777,ORD003101,PROD0001,1,4529,4529
OI004778,ORD003101,PROD0034,1,629,629
OI004779,ORD003102,PROD0012,1,989,989
OI004780,ORD003103,PROD0038,1,459,459
OI004781,ORD003103,PROD0008,1,4749,4749
OI004782,ORD003103,PROD0007,1,4319,4319
OI004783,ORD003104,PROD0016,1,309,309
OI004784,ORD003105,PROD0030,2,2669,5338
OI004785,ORD003105,PROD0037,1,189,189
OI004786,ORD003106,PROD0027,1,399,399
OI004787,ORD003106,PROD0016,1,309,309
OI004788,ORD003107,PROD0005,1,4119,4119
OI004789,ORD003107,PROD0028,1,569,569
OI004790,ORD003107,PROD0011,1,2119,2119
OI004791,ORD003108,PROD0033,2,2249,4498
OI004792,ORD003108,PROD0034,1,629,629
OI004793,ORD003109,PROD0014,1,2179,2179
OI004794,ORD003110,PROD0012,1,989,989
OI004795,ORD003110,PROD0026,1,319,319
OI004796,ORD003111,PROD0002,1,3029,3029
OI004797,ORD003111,PROD0004,1,1199,1199
OI004798,ORD003112,PROD0013,1,549,549
OI004799,ORD003112,PROD0025,1,409,409
OI004800,ORD003113,PROD0027,1,399,399
OI004801,ORD003114,PROD0006,1,3799,3799
OI004802,ORD003115,PROD0016,1,309,309
OI004803,ORD003116,PROD0036,1,129,129
OI004804,ORD003117,PROD0020,1,1939,1939
OI004805,ORD003118,PROD0031,1,1129,1129
OI004806,ORD003118,PROD0033,1,2249,2249
OI004807,ORD003119,PROD0017,1,3049,3049
OI004808,ORD003119,PROD0018,1,1959,1959
OI004809,ORD003120,PROD0026,1,319,319
OI004810,ORD003121,PROD0025,1,409,409
OI004811,ORD003121,PROD0016,1,309,309
OI004812,ORD003122,PROD0007,1,4319,4319
OI004813,ORD003123,PROD0005,3,4119,12357
OI004814,ORD003123,PROD0036,1,129,129
OI004815,ORD003124,PROD0027,1,399,399
OI004816,ORD003125,PROD0018,1,1959,1959
OI004817,ORD003126,PROD0010,1,2449,2449
OI004818,ORD003126,PROD0036,1,129,129
OI004819,ORD003127,PROD0033,1,2249,2249
OI004820,ORD003127,PROD0018,1,1959,1959
OI004821,ORD003128,PROD0006,1,3799,3799
OI004822,ORD003129,PROD0035,1,69,69
OI004823,ORD003130,PROD0021,1,549,549
OI004824,ORD003130,PROD0027,1,399,399
OI004825,ORD003131,PROD0001,1,4529,4529
OI004826,ORD003132,PROD0004,1,1199,1199
OI004827,ORD003132,PROD0006,1,3799,3799
OI004828,ORD003133,PROD0004,1,1199,1199
OI004829,ORD003133,PROD0018,2,1959,3918
OI004830,ORD003134,PROD0035,1,69,69
OI004831,ORD003134,PROD0006,1,3799,3799
OI004832,ORD003135,PROD0006,1,3799,3799
OI004833,ORD003136,PROD0001,1,4529,4529
OI004834,ORD003137,PROD0029,1,509,509
OI004835,ORD003138,PROD0032,3,1119,3357
OI004836,ORD003138,PROD0029,1,509,509
OI004837,ORD003139,PROD0022,1,1659,1659
OI004838,ORD003139,PROD0009,1,1599,1599
OI004839,ORD003140,PROD0038,1,459,459
OI004840,ORD003141,PROD0020,1,1939,1939
OI004841,ORD003141,PROD0003,1,2559,2559
OI004842,ORD003142,PROD0016,1,309,309
OI004843,ORD003143,PROD0025,1,409,409
OI004844,ORD003144,PROD0034,1,629,629
OI004845,ORD003145,PROD0024,1,889,889
OI004846,ORD003145,PROD0036,1,129,129
OI004847,ORD003146,PROD0034,1,629,629
OI004848,ORD003146,PROD0020,1,1939,1939
OI004849,ORD003147,PROD0001,1,4529,4529
OI004850,ORD003148,PROD0024,2,889,1778
OI004851,ORD003149,PROD0026,2,319,638
OI004852,ORD003149,PROD0010,1,2449,2449
OI004853,ORD003150,PROD0001,1,4529,4529
OI004854,ORD003150,PROD0021,1,549,549
OI004855,ORD003151,PROD0011,1,2119,2119
OI004856,ORD003152,PROD0009,1,1599,1599
OI004857,ORD003153,PROD0008,2,4749,9498
OI004858,ORD003154,PROD0028,1,569,569
OI004859,ORD003154,PROD0016,1,309,309
OI004860,ORD003155,PROD0038,2,459,918
OI004861,ORD003155,PROD0004,1,1199,1199
OI004862,ORD003156,PROD0027,1,399,399
OI004863,ORD003157,PROD0005,1,4119,4119
OI004864,ORD003158,PROD0024,1,889,889
OI004865,ORD003158,PROD0002,1,3029,3029
OI004866,ORD003158,PROD0034,2,629,1258
OI004867,ORD003158,PROD0030,1,2669,2669
OI004868,ORD003159,PROD0035,1,69,69
OI004869,ORD003159,PROD0023,1,2179,2179
OI004870,ORD003160,PROD0003,1,2559,2559
OI004871,ORD003160,PROD0030,1,2669,2669
OI004872,ORD003161,PROD0014,1,2179,2179
OI004873,ORD003161,PROD0021,1,549,549
OI004874,ORD003162,PROD0017,1,3049,3049
OI004875,ORD003162,PROD0034,1,629,629
OI004876,ORD003163,PROD0017,2,3049,6098
OI004877,ORD003163,PROD0013,1,549,549
OI004878,ORD003164,PROD0035,1,69,69
OI004879,ORD003165,PROD0038,1,459,459
OI004880,ORD003166,PROD0022,1,1659,1659
OI004881,ORD003167,PROD0018,1,1959,1959
OI004882,ORD003168,PROD0023,1,2179,2179
OI004883,ORD003168,PROD0025,1,409,409
OI004884,ORD003169,PROD0003,1,2559,2559
OI004885,ORD003169,PROD0006,1,3799,3799
OI004886,ORD003170,PROD0016,1,309,309
OI004887,ORD003170,PROD0015,1,879,879
OI004888,ORD003171,PROD0032,1,1119,1119
OI004889,ORD003172,PROD0018,1,1959,1959
OI004890,ORD003173,PROD0027,1,399,399
OI004891,ORD003173,PROD0007,1,4319,4319
OI004892,ORD003174,PROD0022,2,1659,3318
OI004893,ORD003175,PROD0011,1,2119,2119
OI004894,ORD003175,PROD0032,1,1119,1119
OI004895,ORD003176,PROD0008,1,4749,4749
OI004896,ORD003177,PROD0034,1,629,629
OI004897,ORD003178,PROD0017,1,3049,3049
OI004898,ORD003179,PROD0010,1,2449,2449
OI004899,ORD003180,PROD0030,1,2669,2669
OI004900,ORD003181,PROD0028,1,569,569
OI004901,ORD003182,PROD0033,1,2249,2249
OI004902,ORD003182,PROD0018,1,1959,1959
OI004903,ORD003183,PROD0033,1,2249,2249
OI004904,ORD003183,PROD0017,1,3049,3049
OI004905,ORD003184,PROD0023,1,2179,2179
OI004906,ORD003185,PROD0009,1,1599,1599
OI004907,ORD003186,PROD0033,1,2249,2249
OI004908,ORD003187,PROD0020,3,1939,5817
OI004909,ORD003188,PROD0033,1,2249,2249
OI004910,ORD003189,PROD0001,2,4529,9058
OI004911,ORD003189,PROD0028,3,569,1707
OI004912,ORD003189,PROD0004,1,1199,1199
OI004913,ORD003190,PROD0035,1,69,69
OI004914,ORD003191,PROD0022,1,1659,1659
OI004915,ORD003191,PROD0012,3,989,2967
OI004916,ORD003192,PROD0015,3,879,2637
OI004917,ORD003192,PROD0035,1,69,69
OI004918,ORD003193,PROD0035,1,69,69
OI004919,ORD003194,PROD0005,1,4119,4119
OI004920,ORD003194,PROD0028,1,569,569
OI004921,ORD003195,PROD0019,3,2469,7407
OI004922,ORD003195,PROD0005,1,4119,4119
OI004923,ORD003196,PROD0024,1,889,889
OI004924,ORD003196,PROD0023,1,2179,2179
OI004925,ORD003197,PROD0013,1,549,549
OI004926,ORD003198,PROD0009,1,1599,1599
OI004927,ORD003198,PROD0032,1,1119,1119
OI004928,ORD003198,PROD0014,1,2179,2179
OI004929,ORD003199,PROD0018,1,1959,1959
OI004930,ORD003200,PROD0030,1,2669,2669
OI004931,ORD003200,PROD0033,1,2249,2249
OI004932,ORD003201,PROD0011,1,2119,2119
OI004933,ORD003202,PROD0021,1,549,549
OI004934,ORD003203,PROD0015,1,879,879
OI004935,ORD003203,PROD0029,1,509,509
OI004936,ORD003204,PROD0033,1,2249,2249
OI004937,ORD003204,PROD0004,1,1199,1199
OI004938,ORD003204,PROD0009,1,1599,1599
OI004939,ORD003205,PROD0019,1,2469,2469
OI004940,ORD003206,PROD0003,1,2559,2559
OI004941,ORD003207,PROD0013,1,549,549
OI004942,ORD003208,PROD0020,1,1939,1939
OI004943,ORD003209,PROD0009,1,1599,1599
OI004944,ORD003210,PROD0029,2,509,1018
OI004945,ORD003211,PROD0004,2,1199,2398
OI004946,ORD003211,PROD0038,1,459,459
OI004947,ORD003212,PROD0035,1,69,69
OI004948,ORD003213,PROD0013,1,549,549
OI004949,ORD003213,PROD0037,1,189,189
OI004950,ORD003214,PROD0008,1,4749,4749
OI004951,ORD003214,PROD0034,1,629,629
OI004952,ORD003215,PROD0031,1,1129,1129
OI004953,ORD003215,PROD0018,2,1959,3918
OI004954,ORD003216,PROD0038,1,459,459
OI004955,ORD003216,PROD0013,1,549,549
OI004956,ORD003217,PROD0036,1,129,129
OI004957,ORD003217,PROD0020,1,1939,1939
OI004958,ORD003218,PROD0022,1,1659,1659
OI004959,ORD003218,PROD0025,1,409,409
OI004960,ORD003219,PROD0003,1,2559,2559
OI004961,ORD003220,PROD0032,2,1119,2238
OI004962,ORD003221,PROD0024,1,889,889
OI004963,ORD003222,PROD0030,3,2669,8007
OI004964,ORD003222,PROD0024,3,889,2667
OI004965,ORD003223,PROD0009,1,1599,1599
OI004966,ORD003223,PROD0004,1,1199,1199
OI004967,ORD003223,PROD0023,3,2179,6537
OI004968,ORD003224,PROD0025,1,409,409
OI004969,ORD003224,PROD0026,1,319,319
OI004970,ORD003225,PROD0034,2,629,1258
OI004971,ORD003226,PROD0014,1,2179,2179
OI004972,ORD003226,PROD0032,1,1119,1119
OI004973,ORD003226,PROD0003,1,2559,2559
OI004974,ORD003227,PROD0014,2,2179,4358
OI004975,ORD003228,PROD0003,1,2559,2559
OI004976,ORD003229,PROD0006,1,3799,3799
OI004977,ORD003229,PROD0028,1,569,569
OI004978,ORD003230,PROD0032,1,1119,1119
OI004979,ORD003231,PROD0025,1,409,409
OI004980,ORD003232,PROD0015,3,879,2637
OI004981,ORD003233,PROD0024,1,889,889
OI004982,ORD003234,PROD0014,3,2179,6537
OI004983,ORD003234,PROD0037,1,189,189
OI004984,ORD003235,PROD0017,1,3049,3049
OI004985,ORD003235,PROD0014,1,2179,2179
OI004986,ORD003236,PROD0031,1,1129,1129
OI004987,ORD003236,PROD0011,1,2119,2119
OI004988,ORD003236,PROD0034,1,629,629
OI004989,ORD003237,PROD0018,1,1959,1959
OI004990,ORD003238,PROD0020,3,1939,5817
OI004991,ORD003238,PROD0010,1,2449,2449
OI004992,ORD003239,PROD0026,1,319,319
OI004993,ORD003240,PROD0032,2,1119,2238
OI004994,ORD003240,PROD0036,1,129,129
OI004995,ORD003240,PROD0009,1,1599,1599
OI004996,ORD003240,PROD0008,1,4749,4749
OI004997,ORD003241,PROD0031,1,1129,1129
OI004998,ORD003242,PROD0034,1,629,629
OI004999,ORD003243,PROD0024,2,889,1778
OI005000,ORD003244,PROD0020,1,1939,1939
OI005001,ORD003245,PROD0013,1,549,549
OI005002,ORD003245,PROD0027,1,399,399
OI005003,ORD003246,PROD0034,1,629,629
OI005004,ORD003247,PROD0008,1,4749,4749
OI005005,ORD003248,PROD0005,1,4119,4119
OI005006,ORD003249,PROD0002,1,3029,3029
OI005007,ORD003249,PROD0018,2,1959,3918
OI005008,ORD003249,PROD0004,1,1199,1199
OI005009,ORD003249,PROD0008,1,4749,4749
OI005010,ORD003250,PROD0023,1,2179,2179
OI005011,ORD003251,PROD0019,1,2469,2469
OI005012,ORD003252,PROD0019,1,2469,2469
OI005013,ORD003253,PROD0020,1,1939,1939
OI005014,ORD003253,PROD0014,1,2179,2179
OI005015,ORD003254,PROD0035,1,69,69
OI005016,ORD003255,PROD0008,1,4749,4749
OI005017,ORD003255,PROD0023,1,2179,2179
OI005018,ORD003256,PROD0017,1,3049,3049
OI005019,ORD003257,PROD0004,1,1199,1199
OI005020,ORD003258,PROD0034,1,629,629
OI005021,ORD003258,PROD0025,1,409,409
OI005022,ORD003259,PROD0034,1,629,629
OI005023,ORD003259,PROD0018,1,1959,1959
OI005024,ORD003260,PROD0033,1,2249,2249
OI005025,ORD003261,PROD0028,1,569,569
OI005026,ORD003262,PROD0020,1,1939,1939
OI005027,ORD003263,PROD0023,1,2179,2179
OI005028,ORD003264,PROD0016,1,309,309
OI005029,ORD003264,PROD0023,1,2179,2179
OI005030,ORD003264,PROD0021,3,549,1647
OI005031,ORD003265,PROD0035,1,69,69
OI005032,ORD003266,PROD0014,1,2179,2179
OI005033,ORD003266,PROD0032,1,1119,1119
OI005034,ORD003266,PROD0017,1,3049,3049
OI005035,ORD003267,PROD0022,1,1659,1659
OI005036,ORD003267,PROD0019,1,2469,2469
OI005037,ORD003267,PROD0013,1,549,549
OI005038,ORD003268,PROD0019,1,2469,2469
OI005039,ORD003269,PROD0015,1,879,879
OI005040,ORD003269,PROD0002,1,3029,3029
OI005041,ORD003270,PROD0023,1,2179,2179
OI005042,ORD003271,PROD0001,1,4529,4529
OI005043,ORD003272,PROD0025,3,409,1227
OI005044,ORD003272,PROD0020,1,1939,1939
OI005045,ORD003272,PROD0018,1,1959,1959
OI005046,ORD003272,PROD0028,1,569,569
OI005047,ORD003273,PROD0005,1,4119,4119
OI005048,ORD003274,PROD0009,3,1599,4797
OI005049,ORD003274,PROD0017,1,3049,3049
OI005050,ORD003274,PROD0022,1,1659,1659
OI005051,ORD003275,PROD0035,3,69,207
OI005052,ORD003276,PROD0031,1,1129,1129
OI005053,ORD003276,PROD0036,1,129,129
OI005054,ORD003277,PROD0025,1,409,409
OI005055,ORD003278,PROD0003,1,2559,2559
OI005056,ORD003279,PROD0035,1,69,69
OI005057,ORD003280,PROD0015,1,879,879
OI005058,ORD003281,PROD0005,2,4119,8238
OI005059,ORD003282,PROD0007,1,4319,4319
OI005060,ORD003282,PROD0031,1,1129,1129
OI005061,ORD003283,PROD0002,1,3029,3029
OI005062,ORD003283,PROD0004,1,1199,1199
OI005063,ORD003284,PROD0009,2,1599,3198
OI005064,ORD003284,PROD0010,2,2449,4898
OI005065,ORD003285,PROD0007,1,4319,4319
OI005066,ORD003285,PROD0033,1,2249,2249
OI005067,ORD003286,PROD0014,1,2179,2179
OI005068,ORD003287,PROD0029,1,509,509
OI005069,ORD003287,PROD0014,3,2179,6537
OI005070,ORD003288,PROD0008,1,4749,4749
OI005071,ORD003289,PROD0023,1,2179,2179
OI005072,ORD003290,PROD0025,1,409,409
OI005073,ORD003291,PROD0001,1,4529,4529
OI005074,ORD003291,PROD0033,1,2249,2249
OI005075,ORD003292,PROD0031,1,1129,1129
OI005076,ORD003292,PROD0001,1,4529,4529
OI005077,ORD003293,PROD0001,1,4529,4529
OI005078,ORD003293,PROD0010,1,2449,2449
OI005079,ORD003294,PROD0024,1,889,889
OI005080,ORD003294,PROD0007,1,4319,4319
OI005081,ORD003295,PROD0010,3,2449,7347
OI005082,ORD003295,PROD0001,1,4529,4529
OI005083,ORD003295,PROD0017,1,3049,3049
OI005084,ORD003296,PROD0009,1,1599,1599
OI005085,ORD003296,PROD0019,3,2469,7407
OI005086,ORD003296,PROD0003,1,2559,2559
OI005087,ORD003296,PROD0028,1,569,569
OI005088,ORD003297,PROD0035,1,69,69
OI005089,ORD003298,PROD0033,1,2249,2249
OI005090,ORD003298,PROD0037,1,189,189
OI005091,ORD003299,PROD0038,1,459,459
OI005092,ORD003299,PROD0003,1,2559,2559
OI005093,ORD003300,PROD0028,1,569,569
OI005094,ORD003300,PROD0008,1,4749,4749
OI005095,ORD003301,PROD0027,1,399,399
OI005096,ORD003301,PROD0033,1,2249,2249
OI005097,ORD003301,PROD0025,1,409,409
OI005098,ORD003302,PROD0012,1,989,989
OI005099,ORD003302,PROD0018,1,1959,1959
OI005100,ORD003303,PROD0013,1,549,549
OI005101,ORD003304,PROD0009,1,1599,1599
OI005102,ORD003304,PROD0034,1,629,629
OI005103,ORD003305,PROD0017,1,3049,3049
OI005104,ORD003306,PROD0001,1,4529,4529
OI005105,ORD003307,PROD0029,2,509,1018
OI005106,ORD003308,PROD0025,1,409,409
OI005107,ORD003309,PROD0016,1,309,309
OI005108,ORD003310,PROD0007,1,4319,4319
OI005109,ORD003311,PROD0014,2,2179,4358
OI005110,ORD003312,PROD0025,1,409,409
OI005111,ORD003312,PROD0037,1,189,189
OI005112,ORD003312,PROD0003,1,2559,2559
OI005113,ORD003312,PROD0017,1,3049,3049
OI005114,ORD003313,PROD0025,1,409,409
OI005115,ORD003314,PROD0031,2,1129,2258
OI005116,ORD003315,PROD0016,1,309,309
OI005117,ORD003316,PROD0032,1,1119,1119
OI005118,ORD003316,PROD0038,1,459,459
OI005119,ORD003317,PROD0010,1,2449,2449
OI005120,ORD003317,PROD0003,1,2559,2559
OI005121,ORD003318,PROD0036,1,129,129
OI005122,ORD003319,PROD0036,1,129,129
OI005123,ORD003320,PROD0024,1,889,889
OI005124,ORD003320,PROD0034,3,629,1887
OI005125,ORD003321,PROD0011,3,2119,6357
OI005126,ORD003322,PROD0019,1,2469,2469
OI005127,ORD003323,PROD0005,1,4119,4119
OI005128,ORD003324,PROD0025,1,409,409
OI005129,ORD003325,PROD0037,1,189,189
OI005130,ORD003326,PROD0012,1,989,989
OI005131,ORD003327,PROD0014,1,2179,2179
OI005132,ORD003327,PROD0019,1,2469,2469
OI005133,ORD003328,PROD0021,1,549,549
OI005134,ORD003329,PROD0022,1,1659,1659
OI005135,ORD003329,PROD0002,1,3029,3029
OI005136,ORD003330,PROD0017,1,3049,3049
OI005137,ORD003330,PROD0035,1,69,69
OI005138,ORD003330,PROD0037,3,189,567
OI005139,ORD003331,PROD0010,2,2449,4898
OI005140,ORD003331,PROD0038,1,459,459
OI005141,ORD003332,PROD0030,1,2669,2669
OI005142,ORD003332,PROD0029,1,509,509
OI005143,ORD003333,PROD0017,1,3049,3049
OI005144,ORD003333,PROD0016,1,309,309
OI005145,ORD003334,PROD0020,1,1939,1939
OI005146,ORD003335,PROD0014,3,2179,6537
OI005147,ORD003335,PROD0015,1,879,879
OI005148,ORD003335,PROD0029,1,509,509
OI005149,ORD003336,PROD0016,1,309,309
OI005150,ORD003337,PROD0026,1,319,319
OI005151,ORD003337,PROD0020,1,1939,1939
OI005152,ORD003338,PROD0020,1,1939,1939
OI005153,ORD003339,PROD0009,1,1599,1599
OI005154,ORD003340,PROD0027,1,399,399
OI005155,ORD003341,PROD0001,1,4529,4529
OI005156,ORD003341,PROD0020,1,1939,1939
OI005157,ORD003342,PROD0007,1,4319,4319
OI005158,ORD003342,PROD0034,1,629,629
OI005159,ORD003342,PROD0036,1,129,129
OI005160,ORD003343,PROD0035,1,69,69
OI005161,ORD003344,PROD0030,1,2669,2669
OI005162,ORD003345,PROD0033,3,2249,6747
OI005163,ORD003346,PROD0013,3,549,1647
OI005164,ORD003347,PROD0011,1,2119,2119
OI005165,ORD003348,PROD0011,1,2119,2119
OI005166,ORD003348,PROD0035,1,69,69
OI005167,ORD003349,PROD0022,1,1659,1659
OI005168,ORD003350,PROD0015,1,879,879
OI005169,ORD003350,PROD0020,1,1939,1939
OI005170,ORD003351,PROD0003,1,2559,2559
OI005171,ORD003352,PROD0029,2,509,1018
OI005172,ORD003352,PROD0016,1,309,309
OI005173,ORD003353,PROD0008,1,4749,4749
OI005174,ORD003354,PROD0028,1,569,569
OI005175,ORD003355,PROD0023,1,2179,2179
OI005176,ORD003355,PROD0018,3,1959,5877
OI005177,ORD003356,PROD0034,1,629,629
OI005178,ORD003356,PROD0026,1,319,319
OI005179,ORD003357,PROD0015,1,879,879
OI005180,ORD003357,PROD0032,1,1119,1119
OI005181,ORD003358,PROD0008,3,4749,14247
OI005182,ORD003359,PROD0008,1,4749,4749
OI005183,ORD003360,PROD0035,1,69,69
OI005184,ORD003360,PROD0028,1,569,569
OI005185,ORD003360,PROD0022,1,1659,1659
OI005186,ORD003361,PROD0024,2,889,1778
OI005187,ORD003362,PROD0002,1,3029,3029
OI005188,ORD003363,PROD0030,1,2669,2669
OI005189,ORD003363,PROD0024,1,889,889
OI005190,ORD003364,PROD0018,1,1959,1959
OI005191,ORD003365,PROD0012,1,989,989
OI005192,ORD003366,PROD0003,1,2559,2559
OI005193,ORD003367,PROD0026,1,319,319
